Quantitation Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lab Name:,OGL,,,,,,,,,,,,,,,,
Instrument:,QEFocus,,,,,,,,Method:,Known_IPLs_Marine_11_14_2018_Known_IPLs_Marine_11_14_2018,,,,,,,
User:,Thermo,,,,,,,,,Known_IPLs_Marine_11_14_2018,,,,,,,
Batch:,Known_IPLs_Marine_11_14_2018,,,,,,,,Cali File:,Known_IPLs_Marine_11_14_2018.calx,,,,,,,
,,,,,,,,,,,,,,,,,
Vial Pos,,Sample ID,,File Name,,Level,,Sample Name,,File Date,,Comment,,,,,
RC3,,1,,QEF1625_OG32_T3-25-0-3_SC,,N/A,,,,7/31/2018 11:50:16 PM,,,,, ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Internal Standards,,RT,,Quan Peak,,Response,,,,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Surrogates,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Target Compounds,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
MGDG,,3.33,,775.5327148,,13031,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG,,3.18,,797.5172729,,13031,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG,,N/F,,N/F,,13031,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-34:1,,3.27,,772.5940552,,641131,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:1,,3.25,,777.5509644,,641131,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-34:1,,N/F,,N/F,,641131,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-36:8,,3.31,,788.5302734,,3010,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:8,,N/F,,N/F,,3010,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-36:8,,N/F,,N/F,,3010,Linear,0.000, ,N/F,,N/F,,,,,3
Gly-GDGT-0,,3.28,,1480.388306,,20474,Linear,0.000, ,N/A,,N/A,,,,,2
Gly-GDGT-0,,N/F,,N/F,,20474,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-GDGT-0,,N/F,,N/F,,20474,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-30:1,,3.39,,718.5438232,,1034185384,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:1,,3.36,,723.4985962,,1034185384,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:1,,3.39,,701.517395,,1034185384,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:10,,3.46,,789.4564819,,34831,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:10,,N/F,,N/F,,34831,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-36:10,,N/F,,N/F,,34831,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-28:0,,3.49,,692.5275269,,31876180,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-28:0,,3.48,,697.4848633,,31876180,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-28:0,,3.49,,675.5021362,,31876180,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-34:5,,3.55,,747.5053711,,14404,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:5,,N/F,,N/F,,14404,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-34:5,,N/F,,N/F,,14404,Linear,0.000, ,N/F,,N/F,,,,,3
