Quantitation Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lab Name:,OGL,,,,,,,,,,,,,,,,
Instrument:,QEFocus,,,,,,,,Method:,Known_IPLs_Marine_11_14_2018_Known_IPLs_Marine_11_14_2018,,,,,,,
User:,Thermo,,,,,,,,,Known_IPLs_Marine_11_14_2018,,,,,,,
Batch:,Known_IPLs_Marine_11_14_2018,,,,,,,,Cali File:,Known_IPLs_Marine_11_14_2018.calx,,,,,,,
,,,,,,,,,,,,,,,,,
Vial Pos,,Sample ID,,File Name,,Level,,Sample Name,,File Date,,Comment,,,,,
RD2,,1,,QEF1632_OG39_T5-28-0-3_SC,,N/A,,,,8/1/2018 4:06:53 AM,,,,, ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Internal Standards,,RT,,Quan Peak,,Response,,,,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Surrogates,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Target Compounds,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
MGDG-36:5,,2.68,,794.5756226,,1441,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:5,,N/F,,N/F,,1441,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-36:5,,N/F,,N/F,,1441,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-19:2,,2.66,,549.3609619,,1979,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-19:2,,2.96,,566.3880005,,1979,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-19:2,,2.96,,566.3880005,,1979,Linear,0.000, ,N/A,,N/A,,,,,5
MGDG-19:2,,N/F,,N/F,,1979,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-19:2,,N/F,,N/F,,1979,Linear,0.000, ,N/F,,N/F,,,,,4
MGDG-19:2,,N/F,,N/F,,1979,Linear,0.000, ,N/F,,N/F,,,,,6
MGDG,,3.16,,775.5368042,,246628,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG,,3.11,,792.5645142,,246628,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG,,3.09,,797.5205688,,246628,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-34:1,,3.2,,772.5956421,,235772,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:1,,3.49,,777.5525513,,235772,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-34:1,,N/F,,N/F,,235772,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-36:8,,3.25,,771.5043335,,143922,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:8,,3.3,,788.527771,,143922,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:8,,3.22,,793.4871216,,143922,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:9,,3.31,,769.4849854,,378290,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:9,,3.29,,786.5171509,,378290,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:9,,3.33,,791.4685669,,378290,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-30:1,,3.39,,718.5454712,,185058197,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:1,,3.38,,723.4992676,,185058197,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:1,,3.37,,701.519043,,185058197,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:10,,3.36,,784.4981079,,234411,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:10,,3.31,,767.4692383,,234411,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:10,,3.46,,789.4573975,,234411,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-28:0,,3.49,,692.5300903,,15186089,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-28:0,,3.49,,697.4859619,,15186089,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-28:0,,3.49,,675.5041504,,15186089,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-34:5,,3.46,,747.5075073,,521698,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:5,,3.29,,764.5316162,,521698,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-34:5,,3.36,,769.482605,,521698,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:4,,3.55,,779.5700684,,12940,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:4,,3.32,,801.5507202,,12940,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:4,,N/F,,N/F,,12940,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-32:1,,3.33,,749.5196533,,1646453,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-32:1,,3.31,,744.5636597,,1646453,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-32:1,,N/F,,N/F,,1646453,Linear,0.000, ,N/F,,N/F,,,,,2
