Quantitation Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lab Name:,OGL,,,,,,,,,,,,,,,,
Instrument:,QEFocus,,,,,,,,Method:,Known_IPLs_Marine_11_14_2018_Known_IPLs_Marine_11_14_2018,,,,,,,
User:,Thermo,,,,,,,,,Known_IPLs_Marine_11_14_2018,,,,,,,
Batch:,Known_IPLs_Marine_11_14_2018,,,,,,,,Cali File:,Known_IPLs_Marine_11_14_2018.calx,,,,,,,
,,,,,,,,,,,,,,,,,
Vial Pos,,Sample ID,,File Name,,Level,,Sample Name,,File Date,,Comment,,,,,
RC7,,1,,QEF1629_OG36_T5-60-2-7_SC,,N/A,,,,8/1/2018 2:16:54 AM,,,,, ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Internal Standards,,RT,,Quan Peak,,Response,,,,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Surrogates,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
,,,,,,,,,,,,,,,,,
No data,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Target Compounds,,RT,,Quan Peak,,Response,Curve Type,"Average RF/
Response Ratio",,"Injected
Conc",Units,"Calculated
Conc",Units,Flags,,Manual Flag,Peak Index
MGDG-36:5,,2.71,,777.5498047,,563,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:5,,N/F,,N/F,,563,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-36:5,,N/F,,N/F,,563,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-19:2,,3.01,,566.387207,,366,Linear,0.000, ,N/A,,N/A,,,,,5
MGDG-19:2,,N/F,,N/F,,366,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-19:2,,N/F,,N/F,,366,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-19:2,,N/F,,N/F,,366,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-19:2,,N/F,,N/F,,366,Linear,0.000, ,N/F,,N/F,,,,,4
MGDG-19:2,,N/F,,N/F,,366,Linear,0.000, ,N/F,,N/F,,,,,6
MGDG,,3.25,,775.534729,,12698,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG,,3.24,,797.5200806,,12698,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG,,N/F,,N/F,,12698,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-36:8,,3.28,,793.4874878,,2149,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:8,,N/F,,N/F,,2149,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-36:8,,N/F,,N/F,,2149,Linear,0.000, ,N/F,,N/F,,,,,2
Gly-GDGT-0,,3.33,,1480.390137,,7062,Linear,0.000, ,N/A,,N/A,,,,,2
Gly-GDGT-0,,N/F,,N/F,,7062,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-GDGT-0,,N/F,,N/F,,7062,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-36:9,,3.3,,786.5170898,,222003,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:9,,N/F,,N/F,,222003,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-36:9,,N/F,,N/F,,222003,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-30:1,,3.4,,718.5452271,,100152607,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:1,,3.4,,723.4996948,,100152607,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:1,,3.4,,701.519043,,100152607,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-36:10,,3.37,,784.4978027,,467085,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:10,,3.38,,767.4710083,,467085,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-36:10,,3.38,,789.4573975,,467085,Linear,0.000, ,N/A,,N/A,,,,,3
Gly-GDGT-1,,3.41,,1478.373169,,1292,Linear,0.000, ,N/A,,N/A,,,,,2
Gly-GDGT-1,,N/F,,N/F,,1292,Linear,0.000, ,N/F,,N/F,,,,,1
Gly-GDGT-1,,N/F,,N/F,,1292,Linear,0.000, ,N/F,,N/F,,,,,3
